id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
2217,Andromeda Mission,Der Dritte Raum,minimal-techno,angry,0.971,122.01,0.294,0.734,0.0253
2218,Home,Solomun,minimal-techno,angry,0.707,120.01,0.258,0.679,0.0063
2219,Membrane,Skober,minimal-techno,angry,0.863,125.02,0.111,0.711,0.0047
2220,Ich & Du,AKA AKA;Umami,minimal-techno,happy,0.577,124.0,0.757,0.841,0.0008
2221,Tropicana - Ao Vivo,Alceu Valença,mpb,euphoric,0.845,152.23,0.824,0.441,0.156
2222,Adeus Você,Los Hermanos,mpb,chill,0.324,104.52,0.508,0.77,0.549
2223,Futuros Amantes,Chico Buarque,mpb,melancholic,0.346,83.77,0.198,0.484,0.88
2224,Só Agora,Pitty,mpb,focused,0.488,87.97,0.156,0.532,0.274
2225,Do Seu Lado - Ao Vivo,Jota Quest,mpb,euphoric,0.922,142.05,0.76,0.584,0.0216
2226,De Ontem,Liniker e os Caramelows;Liniker;Caramelows,mpb,chill,0.257,167.83,0.49,0.352,0.473
2227,Quero Te Encontrar,MAR ABERTO,mpb,romantic,0.126,89.99,0.759,0.797,0.411
2228,Carta de Amor (Ao Vivo),Maria Bethânia,mpb,energetic,0.621,100.85,0.466,0.616,0.562
2229,Coração Bobo - Voz e Violão,Alceu Valença,mpb,happy,0.586,112.99,0.867,0.549,0.825
2230,Encontrar Alguém,Jota Quest,mpb,euphoric,0.842,110.41,0.798,0.774,0.142
2231,Quanto Tempo Demora um Mês,Biquini Cavadão,mpb,intense,0.674,75.07,0.159,0.509,0.253
2232,EU E MINHAS PARANOIAS,Lagum,mpb,happy,0.65,105.95,0.906,0.76,0.0251
2233,A Volta do Boêmio,Nelson Gonçalves,mpb,chill,0.314,99.44,0.6,0.596,0.892
2234,A Maçã,Raul Seixas,mpb,melancholic,0.373,135.25,0.392,0.353,0.78
2235,Convite,Lamparina,mpb,happy,0.621,117.95,0.618,0.47,0.59
2236,"O Exército De Um Homem Só, I",Engenheiros Do Hawaii,mpb,focused,0.562,159.21,0.523,0.512,0.0141
2237,Cidadão,Zé Ramalho,mpb,happy,0.846,114.21,0.653,0.507,0.249
2238,Acreditar,Dona Ivone Lara,mpb,happy,0.577,90.63,0.695,0.506,0.38
2239,Produtividade,MAR ABERTO,mpb,romantic,0.42,151.39,0.922,0.618,0.294
2240,Canteiros,Fagner,mpb,chill,0.27,140.01,0.421,0.436,0.865
2241,As Canções Que Você Fez Pra Mim - Versão remasterizada,Roberto Carlos,mpb,focused,0.351,84.67,0.416,0.452,0.0782
2242,Moça,Erick Roza,mpb,focused,0.522,140.03,0.229,0.657,0.601
2243,Casa de Bamba,Martinho Da Vila,mpb,euphoric,0.711,90.03,0.975,0.746,0.228
2244,Caleidoscópio - Ao Vivo,Os Paralamas Do Sucesso,mpb,focused,0.494,175.45,0.547,0.567,0.245
2245,Identidade - Ao vivo,Jorge Aragão,mpb,happy,0.721,105.84,0.67,0.581,0.612
2246,Gatinha Manhosa,Adriana Partimpim,mpb,melancholic,0.228,107.0,0.205,0.509,0.901
2247,O Amor Descansa Na Varanda,Bryan Behr,mpb,happy,0.594,88.01,0.713,0.636,0.364
2248,Eu Nasci Há 10 Mil Anos Atrás,Raul Seixas,mpb,euphoric,0.825,135.74,0.829,0.486,0.326
2249,Gita,Raul Seixas,mpb,happy,0.691,111.17,0.722,0.494,0.0599
2250,Repentista Marvel,Zé Ramalho;Andreas Kisser,mpb,euphoric,0.736,176.03,0.78,0.62,0.118
2251,Heart of the Forest,Dan Gibson's Solitudes,new-age,melancholic,0.149,105.34,0.195,0.469,0.964
2252,Cristal Silence Section 5,Robert Haig Coxon,new-age,melancholic,0.0453,65.58,0.0795,0.237,0.913
2253,Dreaming Of Andromeda,Enigma,new-age,focused,0.442,105.02,0.332,0.666,0.261
2254,Billabong,Tony O'Connor,new-age,melancholic,0.111,79.63,0.119,0.361,0.913
2255,"Come, Follow Me",Paul Cardall,new-age,melancholic,0.0122,68.72,0.207,0.301,0.987
2256,Sunset Bird - Piano Septet Version,Yiruma,new-age,melancholic,0.224,143.96,0.319,0.395,0.968
2257,River Flows In You,Yiruma,new-age,melancholic,0.22,145.19,0.116,0.315,0.987
2258,Reconciliation,Peter Kater,new-age,melancholic,0.0952,48.04,0.0668,0.149,0.946
2259,Moon River,Jim Brickman,new-age,melancholic,0.14,111.99,0.129,0.432,0.964
2260,Sienna Sky,Dan Gibson's Solitudes,new-age,melancholic,0.146,118.29,0.0772,0.319,0.883
2261,Finale of the Rose,Karen Marie Garrett,new-age,melancholic,0.0679,205.84,0.0375,0.0943,0.8
2262,Wishing,Dan Gibson's Solitudes,new-age,melancholic,0.225,107.19,0.143,0.406,0.967
2263,Corcovado - Instrumental Version,Lori Mechem,new-age,melancholic,0.268,110.0,0.318,0.613,0.923
2264,Bon Voyage,George Winston,new-age,melancholic,0.102,129.43,0.217,0.319,0.989
2265,Second Chances,Philip Wesley,new-age,melancholic,0.219,154.27,0.134,0.315,0.992
2266,Ladies First - Radio Edit,Queen Latifah;Monie Love,new-age,euphoric,0.72,108.14,0.759,0.833,0.0554
2267,Prelude: Stillness,Michael Gettel,new-age,melancholic,0.003,139.75,0.112,0.441,0.991
2268,Silent Night,Jim Brickman,new-age,melancholic,0.0747,100.93,0.116,0.38,0.968
2269,The Days That'll Never Come,Yiruma,new-age,melancholic,0.111,103.0,0.158,0.355,0.985
2270,My Orchid Spirit,Liquid Mind,new-age,melancholic,0.11,55.91,0.0304,0.0621,0.977
2271,"Edelweiss (From ""the Sound of Music"")",Emile Pandolfi;The City of Prague Philharmonic Orchestra,new-age,melancholic,0.0624,94.44,0.0743,0.138,0.972
2272,Ice and Fire,Stive Morgan,new-age,angry,0.711,111.99,0.216,0.561,0.29
2273,A Thousand Years (Piano Version),Laura Sullivan,new-age,melancholic,0.0831,148.69,0.276,0.316,0.989
2274,Prelude,ERA,new-age,melancholic,0.21,79.31,0.039,0.194,0.823
2275,The Alphabet Song,Jim Brickman,new-age,melancholic,0.0458,130.95,0.217,0.378,0.985
2276,Like So Much Lost Time,Patrick O'Hearn,new-age,melancholic,0.0167,91.61,0.0354,0.106,0.991
2277,Song for Sienna,Brian Crain;Johannes Bornlöf,new-age,melancholic,0.0652,185.01,0.307,0.256,0.99
2278,Papillon (On The Wings Of The Butterfly),David Arkenstone;Tena Hess;Nancy Rumbel;Kostia;Deborah Hanks;Jerome Franke;Eric Segnitz;Tim Klabunde;Mike Giacobassi;Robert Hanford;Helen Reich;Paul Gmeinder;Gloria Hays;The Milwaukee Jewish Day School Choir,new-age,melancholic,0.281,150.82,0.0391,0.355,0.303
2279,Kiss The Rain,Yiruma,new-age,melancholic,0.0519,132.69,0.182,0.56,0.99
2280,Green Mountain Trail,Sean Harkness,new-age,melancholic,0.283,136.95,0.373,0.677,0.97
2281,"Carmen, Act III, No.24 Finale: Toréador en garde! (Escamillo)",Georges Bizet;Thomas Hampson;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,opera,melancholic,0.0307,91.59,0.0994,0.275,0.959
2282,Driving Home For Christmas,Michael Ball,opera,happy,0.526,90.03,0.607,0.569,0.709
2283,"Fago: Tam non splendet sol creatus: III. ""Dum infans iam dormit""",Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,opera,melancholic,0.0821,78.84,0.216,0.178,0.969
2284,"Dies irae, LWV 64/1: Dies irae dies illa",Jean-Baptiste Lully;Chœur De Chambre De Namur;Millenium Orchestra;Cappella Mediterranea;Leonardo García-Alarcón;Sophie Junker;Judith van Wanroij;Matthias Vidal;Thibaut Lenaerts;Alain Buet,opera,chill,0.333,115.05,0.48,0.249,0.941
2285,"Les fêtes d'Hébé, RCT 41, Act I Scene 5: Je vous revois, tout cède à la douceur extrême",Jean-Philippe Rameau;Olivia Doray;Reinoud Van Mechelen;Orfeo Orchestra;Gyorgy Vashegyi,opera,melancholic,0.125,85.75,0.243,0.405,0.914
2286,Tanz der Stunden,Amilcare Ponchielli;Sir Neville Marriner;Academy of St. Martin in the Fields,opera,melancholic,0.0455,78.83,0.211,0.337,0.958
2287,Somethings Gotten Hold of My Heart,Michael Ball;Alfie Boe,opera,focused,0.583,98.09,0.365,0.599,0.624
2288,White Christmas,Josh Groban,opera,melancholic,0.27,114.17,0.0557,0.239,0.914
2289,Plaude laetere: Symphonie,Jean-Baptiste Lully;Le Concert Spirituel;Herve Niquet,opera,chill,0.137,104.13,0.433,0.407,0.944
2290,Blue Bayou,Sol3 Mio,opera,melancholic,0.26,82.34,0.345,0.579,0.912
2291,Falling Slowly,Celtic Thunder;Damian McGinty,opera,melancholic,0.282,138.05,0.25,0.468,0.712
2292,"Bizet: Carmen, WD 31, Act 1 Scene 10: No. 10, Séguedille et Duo, ""Près des remparts de Séville"" (Carmen, Don José)",Georges Bizet;Maria Callas;Nicolai Gedda;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,opera,melancholic,0.0845,82.63,0.219,0.307,0.972
2293,Parla più piano,Alessandro Safina,opera,melancholic,0.302,70.92,0.126,0.194,0.891
2294,"La rondine, SC 83: Chi il bel sogno di Doretta",Giacomo Puccini;Renée Fleming;English Chamber Orchestra;Jeffrey Tate,opera,melancholic,0.136,85.42,0.0374,0.234,0.97
2295,Notte a Venezia,Petra Berger;Alessandro Neri,opera,focused,0.465,103.03,0.153,0.496,0.51
2296,Amazing Grace (feat. Corlea) - Live,Amira Willighagen;Corlea,opera,focused,0.478,85.17,0.178,0.113,0.814
2297,Gentle Touch,Bernward Koch,opera,melancholic,0.0679,83.11,0.103,0.306,0.895
2298,La Gioconda / Act 3: Dance Of The Hours,Amilcare Ponchielli;Gothenburg Symphony Orchestra;Neeme Järvi,opera,melancholic,0.0076,119.5,0.156,0.554,0.915
2299,Undertow,Nightwish,opera,melancholic,0.225,143.91,0.105,0.364,0.663
2300,E Piu’ Ti Penso - Live From The Detroit Opera House,Il Volo,opera,melancholic,0.372,77.74,0.0694,0.105,0.922
2301,"Addio del passato - From ""La traviata""",Filippa Giordano,opera,melancholic,0.19,83.69,0.133,0.287,0.93
2302,Scarborough Fair,Sarah Brightman,opera,melancholic,0.389,119.96,0.157,0.433,0.789
2303,I Love Rossini,Andrea Bocelli,opera,focused,0.497,119.26,0.44,0.51,0.954
2304,"Tosca / Act II: ""Meno male!"" - ""Egli è là""",Giacomo Puccini;Heinz Zednik;José Carreras;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan;Schoeneberger Saengerknaben;Chor der Deutschen Oper Berlin,opera,melancholic,0.0808,81.01,0.252,0.291,0.973
2305,"Gianni Schicchi: ""O mio babbino caro""",Giacomo Puccini;Mirella Freni;Orchestra del Maggio Musicale Fiorentino;Bruno Bartoletti,opera,melancholic,0.0966,171.24,0.0573,0.189,0.954
2306,Norma: Casta Diva,Vincenzo Bellini;Joan Sutherland;London Symphony Chorus;London Symphony Orchestra;Richard Bonynge,opera,melancholic,0.0642,75.87,0.0447,0.23,0.983
2307,Requiem: IX. Confutatis,Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;John Relyea,opera,melancholic,0.0626,80.63,0.0971,0.288,0.946
2308,Hushabye Mountain,Amanda Holden,opera,melancholic,0.373,171.74,0.144,0.2,0.822
2309,Vivo per lei,Andrea Bocelli;Giorgia,opera,focused,0.456,136.12,0.289,0.533,0.703
2310,"Verdi: Aida, Act 1:"" Sì, corre voce che l'Etiope ardisca"" (Ramfis, Radamès)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,opera,melancholic,0.138,76.69,0.194,0.296,0.985
2311,Coral de anjos,Grupo Sensação,pagode,energetic,0.917,77.64,0.478,0.413,0.313
2312,Só Depois,Grupo Revelação,pagode,euphoric,0.811,88.85,0.92,0.578,0.663
2313,Não Pensar Com o Coração - Ao Vivo,Marvvila;Sorriso Maroto,pagode,happy,0.623,141.97,0.613,0.559,0.777
2314,Vai Babar / Poder de Sedução - Ao Vivo,Péricles,pagode,euphoric,0.813,126.03,0.759,0.651,0.717
2315,Me Faz Feliz - Ao Vivo,Jeito Moleque,pagode,energetic,0.842,103.71,0.504,0.604,0.149
2316,Já Era,Sorriso Maroto,pagode,happy,0.702,143.05,0.673,0.539,0.691
2317,Não Tem Pra Ninguém - Ao Vivo,Jeito Moleque,pagode,euphoric,0.769,100.13,0.806,0.648,0.535
2318,Ponto Fraco,Thiaguinho,pagode,happy,0.669,155.95,0.844,0.662,0.54
2319,Não Quero Despedida - Ao Vivo,Mumuzinho,pagode,euphoric,0.833,87.85,0.927,0.573,0.724
2320,Retratos E Canções - Ao Vivo,Thiaguinho,pagode,energetic,0.72,159.81,0.412,0.495,0.522
2321,Vem Neném (Ao Vivo),XANDDY HARMONIA,pagode,euphoric,0.889,94.39,0.709,0.432,0.264
2322,A Dor Desse Amor - Ao Vivo,Vitinho,pagode,energetic,0.723,150.01,0.57,0.532,0.768
2323,Medley: Não Tem Perdão / Ainda Existe Amor em Nós / Ainda Gosto de Você / Sinais - Ao Vivo,Grupo Presença,pagode,euphoric,0.718,156.0,0.817,0.579,0.552
2324,Como Vou Deixar Você?,Calcinha Preta,pagode,happy,0.933,180.11,0.63,0.517,0.222
2325,Prejuízo - Ao Vivo,Dilsinho;Sorriso Maroto,pagode,energetic,0.774,152.87,0.595,0.512,0.546
2326,Pot-Pourri: No Compasso Do Criador / Recado a Minha Amada,Péricles,pagode,euphoric,0.761,79.9,0.881,0.571,0.486
2327,Medley: Fã de Carteirinha / Meu Amor / Idem / Nem de Graça - Ao Vivo,Grupo Presença,pagode,euphoric,0.772,92.03,0.864,0.606,0.32
2328,A Vida É Dela - Ao Vivo,Bom Gosto,pagode,euphoric,0.826,101.95,0.906,0.694,0.412
2329,É Mágica / Sinais / Para - Ao Vivo,Di Propósito,pagode,happy,0.686,167.93,0.813,0.55,0.835
2330,Um Dia De Domingo - Ao Vivo,Thiaguinho,pagode,focused,0.568,143.93,0.449,0.527,0.564
2331,Brilho no Olhar / Agora Viu Que Perdeu e Chora / Retrato Cantado de um Amor (feat. Reinaldo) - Ao Vivo,Turma do Pagode;Reinaldo,pagode,euphoric,0.755,94.0,0.736,0.328,0.628
2332,Esqueça Que Eu Te Amo - Ao Vivo,Edson & Hudson;Jorge & Mateus,pagode,happy,0.868,156.92,0.61,0.442,0.0766
2333,Vai Nessa,Gamação,pagode,euphoric,0.755,89.99,0.8,0.599,0.451
2334,Grades do Coração,Grupo Revelação,pagode,euphoric,0.793,92.14,0.959,0.658,0.408
2335,Pot-Pourri: Tá Vendo Aquela Lua / Fugidinha,Thiaguinho,pagode,euphoric,0.743,90.42,0.707,0.504,0.555
2336,Sai da Minha Aba (Bicão) - Ao Vivo,Gigantes do Samba,pagode,energetic,0.944,105.02,0.473,0.728,0.213
2337,Alguém Me Avisou / Saco Cheio / Bebeto Loteria - Ao Vivo,Vou pro Sereno,pagode,euphoric,0.896,114.34,0.779,0.528,0.708
2338,Era de Aquarius,Martinho Da Vila;Djonga,pagode,happy,0.516,136.08,0.783,0.895,0.548
2339,Minha Fantasia (It Ain't OverTil It's Over) - Ao Vivo,Só Pra Contrariar,pagode,energetic,0.883,103.12,0.504,0.714,0.388
2340,Eu sou feliz assim - Ao vivo,Ferrugem,pagode,intense,0.73,76.08,0.325,0.435,0.77
2341,Das rote Pferd,Markus Becker;Die Mallorca Cowboys,party,happy,0.997,134.0,0.691,0.629,0.0203
2342,Du bist Bombe,Micha von der Rampe,party,euphoric,0.843,131.95,0.79,0.781,0.119
2343,Was einmal war das kommt nie wieder,Jürgen Drews,party,euphoric,0.975,130.01,0.768,0.659,0.0295
2344,ROCKER,Tream;treamiboii,party,happy,0.551,132.0,0.911,0.772,0.514
2345,Alle Jahre wieder,voXXclub,party,energetic,0.731,90.02,0.56,0.556,0.452
2346,Blau wie das Meer - Bierkönig Version,Tobee,party,euphoric,0.999,144.99,0.773,0.693,0.0565
2347,Erzähl mir nichts von Liebe,Matthias Reim,party,energetic,0.9,155.92,0.58,0.494,0.0011
2348,Lieblingsland,minnie rock;DJ Robin,party,energetic,0.91,132.5,0.584,0.702,0.0033
2349,Weil i no an Engerl glaub - Radio Mix,DJ Ostkurve;Alina W.,party,energetic,0.933,128.03,0.59,0.716,0.0028
2350,Herzalarm,FiNCH;Blümchen,party,energetic,0.937,165.96,0.522,0.632,0.0174
2351,Humba Täterä - Single-Version,Tim Toupet;DJ Padre,party,energetic,0.993,127.95,0.44,0.721,0.15
2352,Nur noch Schuhe an - Party-Version 2013,Mickie Krause,party,energetic,0.998,144.93,0.54,0.506,0.0665
2353,Jägermeister,Pazoo;Evil Jared;Schalldicht;Tittikakka,party,intense,0.907,159.98,0.365,0.547,0.006
2354,Wie man liebt,Matthias Reim,party,energetic,0.828,124.04,0.593,0.576,0.0168
2355,Kann Ich So Nicht Sagen - müsst ich nackt sehen,Glitzer Gischi,party,euphoric,0.948,136.1,0.737,0.72,0.0179
2356,Sinkt das Niveau,Marry,party,energetic,0.965,147.02,0.537,0.546,0.0092
2357,"Mallorca, hey ich komme",Ole ohne Kohle,party,euphoric,0.999,137.99,0.901,0.686,0.0357
2358,Don't Take Me Home,Ikke Hüftgold,party,energetic,0.93,139.91,0.468,0.588,0.219
2359,Diese Insel,Jack Gelee,party,euphoric,0.975,137.95,0.908,0.57,0.0404
2360,Partyanimal,Micha von der Rampe,party,happy,0.74,138.07,0.7,0.814,0.165
2361,Biermelodie,Killermichel,party,happy,0.974,139.97,0.667,0.606,0.0042
2362,Uns jeiht et joot,Paveier,party,euphoric,0.89,127.04,0.962,0.637,0.0103
2363,Kann ich so nicht sagen müsst ich nackt seh'n,Mickie Krause,party,euphoric,0.987,144.01,0.707,0.57,0.0491
2364,Das darf doch nicht wahr sein,Wolfgang Petry,party,euphoric,0.91,127.99,0.816,0.752,0.151
2365,Jürgen,DJ Ostkurve;Krümel,party,intense,0.954,144.95,0.371,0.681,0.0186
2366,Do It All Night (Michael Mind Remix) [feat. Nicco],Darius & Finlay,party,euphoric,0.857,130.0,0.731,0.702,0.014
2367,Alle meine Entchen - 2022,Markus Becker,party,euphoric,0.932,127.98,0.877,0.639,0.0044
2368,Allee Allee 2022,Tim Toupet,party,energetic,0.885,138.08,0.431,0.608,0.0163
2369,Am Zuckerwattenstand (Recall),Nico Gemba,party,euphoric,0.948,130.05,0.877,0.687,0.0047
2370,Inselverbot / Henri Henrisson / Wir sind alle gestört aber geil - Tims Top Titel,Tim Toupet,party,euphoric,0.974,138.43,0.803,0.672,0.038
2371,Friends,Smyang Piano,piano,melancholic,0.0647,76.73,0.257,0.305,0.988
2372,Stormy Weather,Oscar Peterson,piano,chill,0.197,120.19,0.569,0.621,0.99
2373,A Drop In the Ocean,Ron Pope,piano,focused,0.363,134.25,0.492,0.458,0.892
2374,The Longest Time,Billy Joel,piano,chill,0.333,84.35,0.588,0.637,0.181
2375,Sorrisi,Teide,piano,melancholic,0.0551,112.25,0.355,0.461,0.972
2376,Little Forest,Hiroko Murakami;Hiroco.M,piano,melancholic,0.0347,134.08,0.232,0.432,0.968
2377,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey;Polo G;Mozzy;Eminem,piano,intense,0.692,154.92,0.233,0.664,0.237
2378,Prelude in C,Benny Garner,piano,melancholic,0.0579,137.03,0.289,0.157,0.986
2379,Kioku (Yosuga No Sora Original Soundtrack),PianoDeuss,piano,melancholic,0.0419,108.14,0.198,0.427,0.984
2380,The Heart's Tale,BigRicePiano,piano,melancholic,0.034,121.66,0.191,0.565,0.991
2381,Across Long Lakes,Sarah Spring,piano,melancholic,0.0437,102.19,0.254,0.363,0.993
2382,Apologize - Piano Arrangement,Ingrid Olsson,piano,melancholic,0.0502,99.9,0.123,0.614,0.995
2383,"I Go to Extremes - Live at Yankee Stadium, Bronx, NY - June 1990",Billy Joel,piano,angry,0.956,130.64,0.286,0.378,0.137
2384,Numéro 1,Jøsefine,piano,melancholic,0.0734,131.46,0.366,0.413,0.992
2385,Rescue Me,OneRepublic,piano,happy,0.605,121.05,0.64,0.759,0.156
2386,A Recurring Theme,Cyril Mathews,piano,melancholic,0.006,142.36,0.039,0.396,0.99
2387,Homeward,Bjarni Erlingursson,piano,melancholic,0.0472,85.57,0.152,0.416,0.988
2388,Uptown Girl,Billy Joel,piano,euphoric,0.944,128.99,0.792,0.701,0.0755
2389,Nature undisclosed,Keiko Ishida,piano,melancholic,0.0421,165.35,0.21,0.303,0.991
2390,Everything About You,Norman Dück,piano,melancholic,0.0717,87.71,0.358,0.393,0.995
2391,Reminiscent,Yiruma,piano,melancholic,0.245,150.27,0.0626,0.287,0.982
2392,Christmas Without You,OneRepublic,piano,intense,0.677,207.48,0.365,0.262,0.447
2393,Never Say Never,The Fray,piano,focused,0.492,160.14,0.262,0.23,0.568
2394,In The Stars,Rebecca Woods,piano,melancholic,0.0037,64.44,0.11,0.397,0.988
2395,"Waltz No. 1, Op. 6 ""Collapse""",Hikaru Shirosu,piano,chill,0.0758,154.44,0.412,0.537,0.993
2396,Agnus Dei,Instrumental Worship Project from I’m In Records,piano,melancholic,0.13,116.02,0.143,0.47,0.981
2397,Sunshine,OneRepublic,piano,euphoric,0.875,140.07,0.774,0.697,0.137
2398,Movin' Out (Anthony's Song),Billy Joel,piano,euphoric,0.88,133.9,0.895,0.664,0.465
2399,Suga's Interlude,Smyang Piano,piano,melancholic,0.287,75.02,0.0922,0.569,0.941
2400,Maybe Christmas - Orchestra Version,Yiruma,piano,melancholic,0.154,71.0,0.0756,0.105,0.946
2401,Normal,Feid,pop,focused,0.56,170.08,0.541,0.709,0.034
2402,Love Me More,Sam Smith,pop,focused,0.439,85.0,0.559,0.791,0.302
2403,Taaron Ke Shehar,Neha Kakkar;Jubin Nautiyal;Jaani,pop,intense,0.61,79.74,0.348,0.441,0.238
2404,Vaseegara,Bombay Jayashri,pop,romantic,0.293,143.8,0.637,0.695,0.596
2405,Therefore I Am,Billie Eilish,pop,romantic,0.34,94.01,0.716,0.889,0.218
2406,Venmegam,Yuvan Shankar Raja;Hariharan,pop,focused,0.426,114.94,0.556,0.803,0.418
2407,Ferxxo 100,Feid,pop,focused,0.562,163.89,0.569,0.705,0.257
2408,Fully Loaded,Tegi Pannu;Manni Sandhu,pop,happy,0.607,92.11,0.862,0.783,0.091
2409,The Lighthouse Keeper,Sam Smith,pop,melancholic,0.17,130.72,0.315,0.394,0.889
2410,Haaye Oye (feat. Ash King),QARAN;Ash King,pop,energetic,0.727,123.96,0.543,0.633,0.173
2411,Black & White,Diljit Dosanjh,pop,energetic,0.683,83.94,0.526,0.712,0.323
2412,"Adiye - From ""Bachelor""",Dhibu Ninan Thomas;Kapil Kapilan,pop,focused,0.454,90.04,0.548,0.709,0.445
2413,Mood (feat. iann dior),24kGoldn;iann dior,pop,euphoric,0.716,91.01,0.732,0.701,0.174
2414,Tere Bin Nahi Laage (Male Version),Uzair Jaswal,pop,focused,0.577,83.17,0.429,0.294,0.623
2415,Have Yourself A Merry Little Christmas,Sam Smith,pop,melancholic,0.178,75.25,0.344,0.438,0.957
2416,De Tanto Chimbiar,Feid;Totoy El Frio,pop,happy,0.602,90.03,0.628,0.821,0.108
2417,Top Notch Gabru,Vicky,pop,euphoric,0.77,170.04,0.924,0.716,0.144
2418,There's Nothing Holdin' Me Back,Shawn Mendes,pop,euphoric,0.813,122.0,0.969,0.866,0.38
2419,Mistletoe,Justin Bieber,pop,happy,0.668,161.95,0.823,0.623,0.475
2420,Sufna Banke,Harvi,pop,intense,0.626,163.83,0.308,0.449,0.387
2421,I'm Good (Blue),David Guetta;Bebe Rexha,pop,intense,0.965,128.04,0.304,0.561,0.0038
2422,Tere Jeya Hor Disda (LoFi),Madhur Sharma,pop,focused,0.469,171.99,0.102,0.363,0.794
2423,Tum Hi Ho,Arijit Singh,pop,focused,0.449,94.06,0.317,0.528,0.785
2424,Poovukkul Olindhirukkum - Jeans,Roshan Sebastian;Kevin Jason,pop,melancholic,0.339,89.95,0.221,0.694,0.514
2425,Jo Tu Na Mila,Asim Azhar,pop,focused,0.507,159.68,0.218,0.508,0.0636
2426,She's The One,JERRY;Devilo,pop,focused,0.487,133.98,0.498,0.449,0.181
2427,All Night (Live),AP Dhillon;Shinda Kahlon,pop,focused,0.456,101.14,0.0383,0.723,0.137
2428,Have Yourself A Merry Little Christmas,Sam Smith,pop,melancholic,0.178,75.25,0.344,0.438,0.957
2429,Yaad Piya Ki Aane Lagi,Neha Kakkar;Tanishk Bagchi;Lalit Sen,pop,happy,0.833,107.98,0.693,0.858,0.375
2430,Don’t Blame Me,Taylor Swift,pop,focused,0.534,135.92,0.193,0.615,0.106
2431,Ya Ali,Zubeen Garg,pop-film,euphoric,0.774,123.01,0.782,0.626,0.185
2432,Khulke Jeene Ka,A.R. Rahman;Arijit Singh;Shashaa Tirupati,pop-film,focused,0.544,88.97,0.533,0.676,0.566
2433,Ennodu Nee Irundhaal,A.R. Rahman;Sid Sriram;Sunitha Sarathy,pop-film,intense,0.603,158.12,0.207,0.261,0.558
2434,Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,pop-film,focused,0.533,119.95,0.398,0.677,0.157
2435,Aap Ki Kashish,Himesh Reshammiya;Krishna;Ahir,pop-film,euphoric,0.78,110.96,0.718,0.69,0.117
2436,High On Love,Yuvan Shankar Raja;Sid Sriram,pop-film,happy,0.779,149.93,0.619,0.627,0.214
2437,"Thaai Kelavi (From ""Thiruchitrambalam"")",Dhanush;Anirudh Ravichander,pop-film,energetic,0.92,82.51,0.494,0.661,0.0352
